Company,Time,Financial Distress,CLASS,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83
53,5,2.5598,0,1.3061,0.14868,0.73496,0.8996,0.23977,0.21453,0.73392,0.16527,0.56096,0.15097,0.91527,4.8407,0.26504,2.773,1.7997,0.26653,1.8758,0.0077242,0.05506,0.011023,0.98287,13.105,0.32271,0.70075,1779.1,12.263,4.1934,0.15057,0.034211,0.51429,30.939,0.57169,0.95345,2.7695,200.03,0.16244,0.12908,0.0085863,0.10662,0.068645,3.3942,0.052438,3.8611,2.1659,0.80941,0.20229,2.9167,3171.5,2.6439,0.67729,12.158,0.2808,0.29031,957.47,0.025549,0.32482,-0.0047234,0.0,0.0,0.22299,5.3189,5.7874,3.9589,4.1343,3.8227,39.432,11.3,9225.9,-43.911,11.9,25.157,4.0,31.0,59.806,44.53,42.822,15.5,14.0,2.1,29,1.8066,12,24
53,6,1.7745,0,1.2698,0.11811,0.77149,0.74147,0.21729,0.20072,0.745,0.1593,0.51689,0.14904,0.94456,3.3035,0.22851,3.3761,1.491,0.29306,1.425,0.052608,0.08871,0.070725,0.78499,15.456,0.34125,0.74384,2028.6,12.625,3.694,0.43532,0.027648,0.55416,51.901,0.74739,0.96416,2.1632,241.45,0.12505,0.12099,0.070951,0.18302,0.047973,3.2448,0.14027,4.7633,2.4621,0.87839,0.1531,3.4471,3924.7,3.2552,0.65875,12.326,0.30634,0.25302,1144.2,0.065537,0.34277,0.0030951,0.0,0.0,0.16947,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2.0,29.0,66.262,52.74,49.206,15.5,12.0,-6.4,29,2.5598,13,25
53,7,2.0247,0,1.5728,0.15511,0.64322,0.83408,0.28297,0.34598,0.97918,0.18597,0.43477,0.21054,0.95004,3.5283,0.35678,1.8029,1.4513,0.33925,1.4614,0.011449,0.096151,0.018954,0.87795,17.403,0.39821,0.60406,1307.3,12.606,2.4108,-0.018556,0.039167,0.59148,20.719,0.70914,0.93911,2.4284,248.06,0.16327,0.10978,0.013727,0.10403,0.047929,2.3378,0.28889,7.4439,3.2364,0.96975,0.24115,1.8049,3007.0,1.6931,0.60179,12.425,0.35197,0.33214,1289.4,0.12621,0.34347,-0.019473,0.0,0.0,0.14529,-0.075348,-0.23637,-3.0266,5.7748,-20.982,15.916,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,29,1.7745,14,26
53,8,2.3469,0,1.4031,0.12506,0.70205,0.77716,0.21949,0.27009,0.96245,0.16092,0.41973,0.18521,0.94013,3.6525,0.29795,2.3562,1.2822,0.28242,1.9668,0.035226,0.077323,0.052573,0.82665,19.734,0.3426,0.67004,1367.1,12.866,2.8774,0.29705,0.032009,0.64488,6.8095,0.82979,0.95441,2.9918,280.78,0.13302,0.10743,0.045326,0.20853,0.039381,2.6083,0.045722,7.5659,3.1756,0.9065,0.17813,2.3587,3257.2,2.2488,0.6574,12.614,0.28923,0.26626,1558.3,0.02235,0.25976,0.065734,0.0,0.0,0.21927,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2.0,28.0,84.66,73.2,63.88,16.0,12.0,1.2,29,2.0247,15,27
53,9,2.7657,0,1.3413,0.12125,0.71889,0.81608,0.21571,0.2381,0.91879,0.14858,0.43133,0.18431,0.93583,3.5627,0.28111,2.5573,1.384,0.26433,2.3916,0.047361,0.074193,0.067879,0.87204,13.326,0.32014,0.69773,1543.9,13.019,3.4275,0.16476,0.021165,0.64106,5.8986,0.78554,0.97056,3.5177,260.12,0.12957,0.07529,0.058035,0.2231,0.06124,2.9031,0.12931,4.5903,1.9799,0.847,0.16866,2.5646,3579.4,2.4821,0.67986,12.815,0.27021,0.26126,1794.4,0.060728,0.23199,0.81129,-0.0040333,-0.0049422,0.22045,5.7265,8.4799,7.4959,2.3437,85.814,25.17,13.5,10601.0,38.855,12.4,10.131,4.0,27.0,93.883,82.3,74.497,16.5,13.0,0.6,29,2.3469,16,28
53,10,3.6956,0,1.2474,0.11585,0.74143,0.83043,0.20786,0.18142,0.93908,0.13951,0.44805,0.17886,0.91476,3.1521,0.25857,2.8675,1.4224,0.2503,3.2896,0.10206,0.079406,0.13917,0.90781,9.9954,0.31537,0.73334,1791.4,13.213,4.5774,0.21437,0.0080931,0.68866,6.8156,0.82928,0.98908,4.8049,253.1,0.12665,0.0313,0.1229,0.23572,0.083081,3.2117,0.1603,3.1122,1.3944,0.70164,0.15625,2.8817,3998.2,2.8362,0.68463,13.027,0.25653,0.26189,2457.1,0.074202,0.17283,0.64748,0.0,0.0,0.18799,3.0621,3.9554,-0.53449,-9.302,11.207,20.132,12.3,13568.0,14.529,21.5,33.768,2.0,22.0,100.0,100.0,100.0,17.125,14.5,-7.0,29,2.7657,17,29
53,12,1.2641,0,1.073,0.10855,0.79314,0.78397,0.2503,0.052574,0.71148,0.13846,0.52473,0.1247,0.773,2.133,0.20686,3.8342,15.756,0.31927,3.4196,0.033737,0.14968,0.046829,1.0142,3.4894,0.37537,0.72043,1453.3,13.762,14.912,0.10777,0.072713,0.51257,35.207,0.65381,0.90832,5.4746,22.848,0.14042,0.3515,0.043033,0.44893,0.22467,3.7899,0.048407,0.92073,0.48314,0.25415,0.13686,3.8472,2769.7,3.4827,0.62463,13.519,0.32472,0.29428,3734.5,0.023632,0.1432,0.22901,-0.0016963,-0.0021637,0.1958,-0.32511,-0.71099,-3.0659,-17.899,107.71,38.823,10.4,31839.0,-25.841,34.7,36.03,2.0,32.0,87.1,175.9,178.1,20.0,14.5,-20.2,29,1.6697,19,31
53,13,-0.15687,0,1.0733,0.10561,0.81179,0.72068,0.25738,0.057051,0.87425,0.14655,0.56116,0.10064,0.83497,2.0408,0.18821,4.3133,15.773,0.35714,4.2653,0.010392,0.175,0.013359,0.86312,4.4109,0.39111,0.77792,1326.7,14.104,12.632,0.40726,0.033871,0.6801,26.619,0.94369,0.95828,7.005,22.823,0.12649,0.17997,0.01442,0.29365,0.16339,3.8292,0.36924,1.1519,0.64641,0.30313,0.1301,4.3224,2364.1,4.1334,0.60889,13.776,0.36726,0.28187,3924.1,0.15585,0.10288,0.023402,-0.0060239,-0.0083587,0.2082,3.2148,1.5719,7.1562,-4.5408,-20.861,22.334,10.6,32801.0,-58.122,15.6,22.571,2.0,30.0,92.9,203.2,204.5,22.0,22.0,6.4,29,1.2641,20,32
54,2,1.3978,0,1.0277,0.26205,0.78205,0.90914,0.27443,0.020727,0.55799,0.28824,1.2023,0.11289,0.7691,4.7042,0.21795,3.5882,2.8478,0.30186,1.936,0.015099,0.064168,0.020176,1.1821,12.432,0.33462,0.74837,2743.8,12.277,43.862,0.15993,0.033679,0.41758,9.3933,0.45932,0.95694,2.9096,126.41,0.34072,0.15453,0.016608,0.2435,0.073129,4.1713,0.82902,2.9803,3.5834,0.095101,0.33508,3.5882,2282.0,3.4337,0.66538,12.181,0.31249,0.30422,555.97,0.29304,0.31246,0.4502,0.030138,0.03315,0.15795,7.4166,7.105,14.321,18.77,124.76,26.124,11.8,8322.8,0.1896,15.6,24.579,0.0,36.0,107.09,31.31,30.194,17.0,16.0,0.4,29,1.182,13,40
54,3,0.23315,0,0.99153,0.19845,0.82798,0.77293,0.18152,-0.0067694,0.66571,0.25675,1.1536,0.096267,0.79219,4.0614,0.17202,4.8132,1.8831,0.23485,2.383,0.013176,0.057825,0.016491,0.97569,9.4591,0.27096,0.79896,2881.6,12.604,-114.18,0.38676,0.029016,0.53188,8.7823,0.68813,0.96496,3.2687,191.17,0.25051,0.16867,0.017047,0.179,0.081713,4.4932,0.050206,2.1052,2.4286,-0.039352,0.23968,4.8132,2497.8,4.6445,0.72904,12.346,0.24611,0.20943,657.35,0.024488,0.23646,0.54953,-0.0036115,-0.0046724,0.11996,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747.0,11.946,15.2,20.7,0.0,35.0,120.87,36.07,35.273,17.0,15.0,-0.2,29,1.3978,14,41
54,4,2.1606,0,0.93114,0.2418,0.80672,0.76395,0.17443,-0.05343,0.64405,0.31651,1.251,0.033801,0.72248,2.7756,0.19328,4.1739,2.5909,0.22832,2.7918,0.012422,0.08226,0.01601,1.0574,6.5182,0.26655,0.77591,1667.8,12.552,-14.298,-0.049932,0.03081,0.49972,8.5441,0.65413,0.96181,3.8064,138.95,0.33467,0.15941,0.01626,-0.060972,0.1172,3.9526,0.15757,1.6491,2.0631,-0.27644,0.29973,4.1739,1333.1,4.0145,0.73345,12.283,0.24648,0.20363,670.95,0.073031,0.2007,0.3627,-0.0037518,-0.004911,0.10708,5.1442,9.9099,2.0408,-1.4903,-21.907,34.285,11.5,9042.5,-18.748,10.4,47.429,4.0,33.0,54.806,39.8,38.377,17.167,16.0,5.6,29,0.23315,15,42
54,5,2.5068,0,1.2916,0.21919,0.62009,0.66046,0.13788,0.17122,0.77534,0.33187,0.57695,0.25174,0.75841,2.396,0.37991,1.6322,2.5154,0.20876,1.9092,0.01598,0.087131,0.027214,0.87085,7.0914,0.25955,0.58719,1881.2,12.771,3.8573,0.2443,0.032903,0.45527,11.363,0.68932,0.94694,2.5785,143.12,0.28901,0.086607,0.024195,0.075734,0.093135,1.7385,0.12795,4.0791,2.3534,0.4507,0.35347,1.6322,3260.6,1.5456,0.74045,12.356,0.22613,0.17142,735.47,0.060127,0.25614,-0.011223,0.0063827,0.009664,0.080034,5.3189,5.7874,3.9589,4.1343,3.8227,39.432,11.3,9225.9,-43.911,11.9,25.157,4.0,31.0,59.806,44.53,42.822,15.5,14.0,2.1,29,2.1606,16,43
54,6,3.5065,0,1.2411,0.19096,0.70166,0.59789,0.14282,0.16347,0.72732,0.31938,0.64006,0.20735,0.84137,2.3992,0.29834,2.3519,2.1608,0.23888,1.5157,0.0152,0.099567,0.022422,0.71061,8.4516,0.30449,0.67789,2308.6,13.114,3.6574,0.4086,0.023764,0.49304,4.0355,0.82465,0.96613,2.1793,166.61,0.22696,0.079653,0.025422,0.27515,0.070743,2.004,0.22718,4.2173,2.6993,0.54793,0.27215,2.3519,3606.8,2.2722,0.69551,12.599,0.25348,0.18205,968.48,0.102,0.27435,0.069936,-0.028862,-0.048273,0.084808,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2.0,29.0,66.262,52.74,49.206,15.5,12.0,-6.4,29,2.5068,17,44
54,7,3.697,0,1.2441,0.2163,0.68275,0.5813,0.28265,0.16098,0.76955,0.37211,0.68181,0.24149,0.82038,4.5236,0.31725,2.1521,1.7584,0.48624,1.313,0.0034889,0.10749,0.0052909,0.70857,9.0908,0.31428,0.65941,3140.8,13.297,3.6111,0.20105,0.023342,0.50744,6.3108,0.87295,0.96581,1.9148,204.73,0.26366,0.073576,0.0060018,0.16773,0.063944,1.8323,0.36048,4.9614,3.3827,0.50741,0.31681,2.1614,4606.5,2.0785,0.68572,12.754,0.50116,0.18269,1153.5,0.15272,0.30359,0.085612,-0.0018175,-0.0031266,0.059674,-0.075348,-0.23637,-3.0266,5.7748,-20.982,15.916,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,29,3.5065,18,45
54,8,6.1635,0,1.2575,0.20649,0.65215,0.6985,0.28413,0.16038,0.88249,0.29562,0.59363,0.26808,0.78315,4.5597,0.34785,1.8748,2.5387,0.40677,2.1691,0.020456,0.08921,0.032846,0.89191,7.1284,0.32823,0.62277,2847.6,13.245,4.3553,-0.050233,0.02938,0.54959,8.7518,0.78682,0.95495,3.229,141.81,0.26367,0.084463,0.029285,0.14126,0.097988,2.0081,-0.093328,3.5499,2.1073,0.46106,0.31663,1.8819,4797.0,1.7904,0.67177,12.886,0.42078,0.22927,1294.9,-0.048948,0.21632,0.45543,-0.0077642,-0.011116,0.069882,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2.0,28.0,84.66,73.2,63.88,16.0,12.0,1.2,29,3.697,19,46
54,9,2.922,0,1.5572,0.28223,0.55895,0.75958,0.20385,0.29579,0.88551,0.37156,0.6399,0.37426,0.82666,4.833,0.44105,1.2673,2.1572,0.26837,1.3981,0.034591,0.055528,0.065159,0.91886,8.0931,0.37789,0.53086,4648.0,13.423,2.5679,0.19419,0.028083,0.47009,9.1871,0.61888,0.94976,2.2474,166.89,0.34141,0.063673,0.045539,0.29862,0.093855,1.7222,0.63222,4.6993,3.0071,0.67065,0.50493,1.2694,7263.5,1.2036,0.62211,13.148,0.28283,0.28704,1681.6,0.24018,0.33799,0.14382,-0.0099509,-0.013101,0.097472,5.7265,8.4799,7.4959,2.3437,85.814,25.17,13.5,10601.0,38.855,12.4,10.131,4.0,27.0,93.883,82.3,74.497,16.5,13.0,0.6,29,6.1635,20,47
54,10,4.0583,0,1.4854,0.20935,0.59877,0.72448,0.21634,0.2804,0.8582,0.28896,0.52176,0.29149,0.8581,4.343,0.40123,1.4924,1.6688,0.29861,1.1865,0.027672,0.068757,0.047901,0.84429,8.0337,0.4271,0.5777,2098.5,13.843,2.5838,0.52172,0.021074,0.49578,5.479,0.68432,0.9648,2.0711,215.72,0.24397,0.052523,0.038196,0.45139,0.090179,1.8057,0.12874,4.4492,2.3214,0.69885,0.34963,1.4937,4022.0,1.4398,0.5729,13.52,0.30947,0.30943,2440.6,0.060478,0.3498,0.46213,0.0026268,0.0036258,0.13232,3.0621,3.9554,-0.53449,-9.302,11.207,20.132,12.3,13568.0,14.529,21.5,33.768,2.0,22.0,100.0,100.0,100.0,17.125,14.5,-7.0,29,2.922,21,48
54,12,4.1567,0,1.5834,0.27115,0.60763,0.73892,0.35432,0.34554,0.94869,0.36696,0.69105,0.29076,0.93778,4.3725,0.39237,1.5486,14.69,0.47952,1.1261,0.034413,0.10967,0.058107,0.78794,19.233,0.53273,0.59224,2935.3,14.613,2.1385,0.54351,0.015385,0.56185,11.725,0.76037,0.97468,2.41,24.507,0.28914,0.039209,0.046572,0.61815,0.038419,1.8832,0.96537,10.213,7.0578,0.88063,0.44624,1.549,4247.6,1.5094,0.46727,14.31,0.48704,0.39364,5484.4,0.32555,0.30661,-0.0084778,-0.015415,-0.020861,0.1667,-0.32511,-0.71099,-3.0659,-17.899,107.71,38.823,10.4,31839.0,-25.841,34.7,36.03,2.0,32.0,87.1,175.9,178.1,20.0,14.5,-20.2,29,3.1476,23,50
54,13,4.2675,0,1.554,0.2175,0.62531,0.69676,0.28578,0.33788,0.98591,0.31215,0.58048,0.29628,0.94781,3.1724,0.37469,1.6689,1.1813,0.41015,1.2121,0.011529,0.12929,0.018903,0.73513,20.693,0.49686,0.60993,3051.4,14.872,2.0622,0.29596,0.01538,0.60134,7.8402,0.86304,0.9754,2.409,304.74,0.22947,0.041047,0.016547,0.22203,0.033671,1.8596,0.039527,11.128,6.4595,0.90176,0.34782,1.6694,5256.7,1.6278,0.50314,14.511,0.41664,0.34619,6485.2,0.01938,0.28923,0.13581,-0.0030173,-0.0043305,0.16627,3.2148,1.5719,7.1562,-4.5408,-20.861,22.334,10.6,32801.0,-58.122,15.6,22.571,2.0,30.0,92.9,203.2,204.5,22.0,22.0,6.4,29,4.1567,24,51
54,14,1.7554,0,1.3197,0.19487,0.6947,0.63817,0.19885,0.21784,1.0036,0.30536,0.6383,0.24273,0.89927,2.0204,0.3053,2.2754,1.1421,0.31159,1.6481,0.066467,0.15422,0.097542,0.70966,7.3312,0.49781,0.68143,3426.1,15.098,2.9295,0.25315,0.013272,0.68386,15.825,1.0716,0.9809,3.2818,315.2,0.2167,0.043472,0.10415,0.14778,0.087049,2.0903,0.1228,3.5073,2.2387,0.71354,0.28051,2.2766,5367.5,2.232,0.50219,14.648,0.31793,0.31769,7165.3,0.057849,0.19446,2.2397,-0.017929,-0.028095,0.1037,-1.5863,-7.5046,12.145,-20.229,28.286,30.023,11.0,34501.0,-32.209,11.9,13.871,1.0,29.0,91.7,227.5,214.5,21.0,20.5,8.6,29,4.2675,25,52
55,2,0.02155,0,0.98501,0.13259,0.73268,0.87679,0.1949,-0.010406,0.46047,0.15122,0.496,0.02598,0.68392,3.453,0.26732,2.7409,3.2129,0.22229,1.8635,0.033918,0.064375,0.048851,1.282,2.9309,0.28976,0.69432,967.1,11.197,-84.26,0.32492,0.03836,0.31971,12.688,0.36464,0.94764,2.6237,112.05,0.19387,0.1435,0.038685,0.43637,0.29915,3.28,0.43487,0.89358,0.44322,-0.038927,0.18096,2.7409,1949.8,2.5974,0.71024,11.066,0.24531,0.25406,279.27,0.1786,0.33418,1.3264,-0.0023581,-0.0026895,0.18587,7.4166,7.105,14.321,18.77,124.76,26.124,11.8,8322.8,0.1896,15.6,24.579,0.0,36.0,107.09,31.31,30.194,17.0,16.0,0.4,29,0.1895,3,18
55,3,0.16375,0,0.97775,0.070879,0.77598,0.68568,0.13015,-0.013279,0.40082,0.10337,0.31639,0.0035199,0.58342,2.412,0.22402,3.4639,3.2554,0.1898,1.4944,0.019723,0.078692,0.033053,1.1753,1.6867,0.27127,0.5967,433.95,11.715,-51.636,0.67875,0.17928,0.23917,15.404,0.34881,0.76897,2.0507,110.59,0.12149,0.80026,0.028764,0.31284,0.40652,3.0608,-0.10257,0.55108,0.17436,-0.059276,0.091342,3.4639,1371.6,2.6636,0.72873,11.338,0.21012,0.18601,360.34,-0.05406,0.33437,1.2813,-0.00392,-0.005717,0.095183,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747.0,11.946,15.2,20.7,0.0,35.0,120.87,36.07,35.273,17.0,15.0,-0.2,29,0.02155,4,19
55,4,3.7216,0,0.85912,0.10547,0.86707,0.76072,0.14279,-0.10856,0.35579,0.13865,0.79343,0.017225,0.66208,3.3743,0.13293,6.5227,3.9269,0.18771,1.6722,0.068909,0.055628,0.089418,1.149,2.3084,0.25091,0.77064,1002.7,12.155,-7.007,0.55278,0.096426,0.27418,35.711,0.36043,0.88879,2.2323,91.676,0.15931,0.72538,0.090584,0.72271,0.32954,5.7226,1.3106,0.40339,0.32006,-0.8167,0.12164,6.5227,1263.8,5.7973,0.74909,11.882,0.21641,0.19087,576.25,0.39589,0.34078,0.25875,0.00013149,0.00017284,0.10221,5.1442,9.9099,2.0408,-1.4903,-21.907,34.285,11.5,9042.5,-18.748,10.4,47.429,4.0,33.0,54.806,39.8,38.377,17.167,16.0,5.6,29,0.16375,5,20
55,5,2.9343,0,1.3077,0.24071,0.62136,1.4886,0.33549,0.1774,0.58274,0.1617,0.63571,0.24298,0.75392,9.5727,0.37864,1.641,4.8576,0.22537,2.7674,0.025427,0.023543,0.044104,1.9745,6.1855,0.25579,0.57652,3686.8,12.632,8.3914,0.61113,0.04484,0.33596,45.461,0.22569,0.92784,3.7185,74.111,0.31927,0.11842,0.017081,2.1528,0.24066,3.9315,2.6769,1.5733,1.0002,0.46851,0.38738,1.641,5799.5,1.5226,0.74421,13.03,0.2404,0.38078,1774.4,0.57236,0.40033,0.17661,-0.00091077,-0.00061182,0.22722,5.3189,5.7874,3.9589,4.1343,3.8227,39.432,11.3,9225.9,-43.911,11.9,25.157,4.0,31.0,59.806,44.53,42.822,15.5,14.0,2.1,29,3.7216,6,21
55,6,3.4806,0,1.2542,0.24998,0.65086,1.367,0.32024,0.15952,0.45673,0.18287,0.716,0.25394,0.78713,26.128,0.34914,1.8642,5.0962,0.23426,2.6336,0.017012,0.0089661,0.027106,1.7367,6.5329,0.26666,0.6276,2888.6,13.044,8.5691,0.50883,0.023256,0.28664,57.816,0.20969,0.96427,3.5913,70.642,0.31759,0.066609,0.012445,0.38554,0.20925,3.9153,0.56698,1.6686,1.1947,0.45691,0.38408,1.8642,4034.3,1.7976,0.73334,13.356,0.24838,0.36453,2402.4,0.22088,0.38064,0.31186,0.0,0.0,0.21086,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2.0,29.0,66.262,52.74,49.206,15.5,12.0,-6.4,29,2.9343,7,22
55,7,2.1747,0,1.4968,0.29167,0.50937,1.4543,0.38527,0.24283,0.5581,0.20055,0.59447,0.30631,0.73165,29.944,0.49063,1.0382,5.4488,0.26491,2.3502,0.0048557,0.008847,0.0099336,1.9877,5.4982,0.29727,0.48882,3314.2,13.027,5.989,-0.016631,0.020551,0.27281,28.501,0.18758,0.95965,3.3444,66.07,0.39865,0.041888,0.0033388,0.046199,0.26451,2.9642,0.14735,1.8549,1.1027,0.49494,0.57261,1.0382,5575.0,0.9963,0.70273,13.402,0.28053,0.43233,2448.2,0.068618,0.43485,0.24308,0.0,0.0,0.22487,-0.075348,-0.23637,-3.0266,5.7748,-20.982,15.916,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,29,3.4806,8,23
55,8,2.3504,0,1.2777,0.2355,0.61793,1.1514,0.31233,0.16737,0.70937,0.20453,0.61637,0.25373,0.77008,25.632,0.38207,1.6173,3.1375,0.27126,2.4231,0.059774,0.010583,0.099175,1.4952,5.0669,0.31543,0.60271,2018.4,13.438,6.8796,0.50856,0.015219,0.42755,2.9485,0.37132,0.97537,3.5396,114.74,0.30581,0.039832,0.051913,0.19436,0.22724,3.0136,0.21802,1.6813,1.0363,0.43805,0.3811,1.6173,3274.7,1.5775,0.68457,13.579,0.28744,0.36319,2881.4,0.098296,0.3253,0.29604,0.0,0.0,0.22272,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2.0,28.0,84.66,73.2,63.88,16.0,12.0,1.2,29,2.1747,9,24
55,9,2.3822,0,1.1971,0.20811,0.66731,1.0728,0.27617,0.12842,0.7777,0.19399,0.62554,0.22663,0.78008,23.871,0.33269,2.0058,2.1904,0.25743,3.9271,0.013856,0.010784,0.021262,1.3752,4.9539,0.33156,0.65166,2158.4,13.629,8.3537,0.21005,0.015649,0.5068,3.1906,0.47242,0.97655,5.8751,164.36,0.26678,0.047038,0.012916,0.1274,0.21655,3.2245,0.06935,1.5363,0.96102,0.386,0.31187,2.009,3450.4,1.9588,0.66844,13.699,0.27568,0.35569,3190.2,0.033513,0.1826,0.15312,0.0027589,0.0025717,0.22232,5.7265,8.4799,7.4959,2.3437,85.814,25.17,13.5,10601.0,38.855,12.4,10.131,4.0,27.0,93.883,82.3,74.497,16.5,13.0,0.6,29,2.3504,10,25
55,10,3.0377,0,1.1557,0.1993,0.67625,1.1629,0.26951,0.10254,0.7231,0.17139,0.61561,0.22148,0.76105,8.6729,0.32375,2.0888,2.5188,0.23176,4.0313,0.013268,0.026722,0.020148,1.528,4.9537,0.29479,0.65851,2143.6,13.665,11.341,0.037068,0.017737,0.47617,3.5747,0.40948,0.97377,5.7164,142.93,0.26188,0.054787,0.011409,0.12416,0.23475,3.5919,-0.0068223,1.3792,0.84902,0.31672,0.29472,2.0921,3482.1,2.034,0.70521,13.816,0.24916,0.34281,3227.7,-0.0034228,0.20343,0.1242,0.0,0.0,0.20528,3.0621,3.9554,-0.53449,-9.302,11.207,20.132,12.3,13568.0,14.529,21.5,33.768,2.0,22.0,100.0,100.0,100.0,17.125,14.5,-7.0,29,2.3822,11,26
56,2,0.24799,0,1.1368,0.24146,0.64796,0.78506,0.25341,0.087335,0.75262,0.30757,0.6859,0.1452,0.72578,69.829,0.35204,1.8406,1.838,0.32279,2.3557,0.010873,0.0046226,0.017031,1.0817,19.156,0.3578,0.63844,1642.1,13.142,8.9891,0.36719,0.0095185,0.4805,2.5803,0.61206,0.98531,3.6682,195.87,0.3327,0.027038,0.01385,0.20928,0.040983,2.23,0.38707,8.5898,5.8917,0.24808,0.37265,1.8409,2394.2,1.8135,0.6422,12.9,0.32819,0.28089,1217.1,0.16215,0.21402,0.029906,0.0025154,0.0032041,0.1942,7.4166,7.105,14.321,18.77,124.76,26.124,11.8,8322.8,0.1896,15.6,24.579,0.0,36.0,107.09,31.31,30.194,17.0,16.0,0.4,29,0.98749,9,15
56,3,0.04075,0,1.1019,0.20672,0.7143,0.65945,0.22046,0.071843,0.60241,0.31347,0.72356,0.038339,0.77712,40.512,0.2857,2.5002,1.7519,0.33431,1.3645,0.021846,0.0082521,0.030975,0.84858,16.96,0.33576,0.70528,1337.1,13.38,9.179,0.26816,0.0090285,0.42487,1.6657,0.64428,0.98736,2.0542,205.49,0.26601,0.031602,0.033128,0.065253,0.038883,2.3082,0.085685,7.3476,5.3164,0.25147,0.2894,2.5007,1848.0,2.4686,0.66424,12.963,0.33999,0.22142,1232.8,0.041082,0.32102,0.20317,-0.038951,-0.059066,0.19341,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747.0,11.946,15.2,20.7,0.0,35.0,120.87,36.07,35.273,17.0,15.0,-0.2,29,0.24799,10,16
56,4,2.466,0,1.1419,0.25177,0.68905,0.71447,0.2474,0.096403,0.79497,0.35239,0.80971,0.0060056,0.77593,13.829,0.31095,2.216,1.5878,0.34627,2.0064,0.020428,0.02504,0.030062,0.9208,15.407,0.35596,0.67953,1708.4,13.428,7.4113,0.048991,0.0095295,0.5402,2.0688,0.75608,0.98617,3.1154,226.72,0.32448,0.030647,0.028592,0.13652,0.046372,2.2977,0.27762,6.7054,5.4294,0.31003,0.36539,2.2164,2109.8,2.1854,0.64404,13.091,0.35191,0.25433,1358.0,0.12189,0.22933,0.25104,-0.006352,-0.0088904,0.17084,5.1442,9.9099,2.0408,-1.4903,-21.907,34.285,11.5,9042.5,-18.748,10.4,47.429,4.0,33.0,54.806,39.8,38.377,17.167,16.0,5.6,29,0.04075,11,17
56,5,2.0052,0,1.4463,0.21172,0.57435,0.67821,0.22311,0.25221,1.1035,0.31218,0.49742,0.25815,0.81736,13.329,0.42565,1.3494,1.2332,0.32896,2.573,0.029694,0.024681,0.052541,0.82976,16.733,0.34578,0.56515,2022.5,13.77,2.6891,0.40784,0.0092059,0.62363,1.9253,0.91953,0.98397,3.9329,291.92,0.25903,0.021628,0.043782,0.33638,0.040531,1.5934,0.18388,10.502,5.2237,0.59253,0.36863,1.3494,4066.0,1.3277,0.65422,13.381,0.3333,0.23451,1669.8,0.0842,0.17244,0.23051,0.0018916,0.0027892,0.17732,5.3189,5.7874,3.9589,4.1343,3.8227,39.432,11.3,9225.9,-43.911,11.9,25.157,4.0,31.0,59.806,44.53,42.822,15.5,14.0,2.1,29,2.466,12,18
56,6,2.2899,0,1.4771,0.20551,0.57111,0.6699,0.20812,0.26789,0.95693,0.30678,0.47916,0.27696,0.82932,9.9329,0.42889,1.3316,1.4915,0.31068,1.6569,0.018148,0.031278,0.032325,0.80777,14.63,0.33487,0.56144,1487.9,13.898,2.5007,0.13687,0.0096703,0.53726,1.6902,0.802,0.98307,2.4911,241.36,0.2478,0.022547,0.027091,0.12294,0.045789,1.5619,0.10351,9.3667,4.4882,0.6246,0.35984,1.3317,3105.2,1.309,0.66513,13.497,0.31486,0.22433,1809.7,0.049206,0.26891,0.28434,-0.00092725,-0.0013842,0.17583,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2.0,29.0,66.262,52.74,49.206,15.5,12.0,-6.4,29,2.0052,13,19
